0	0
0.02	1.32611E-11
0.04	9.71784E-11
0.06	3.22048E-10
0.08	7.57388E-10
0.1	1.47191E-09
0.12	2.53353E-09
0.14	4.00959E-09
0.16	5.96694E-09
0.18	8.472E-09
0.2	1.15906E-08
0.22	1.53882E-08
0.24	1.993E-08
0.26	2.52806E-08
0.28	3.15043E-08
0.3	3.86644E-08
0.32	4.68238E-08
0.34	5.60448E-08
0.36	6.63885E-08
0.38	7.79143E-08
0.4	9.06773E-08
0.42	1.04722E-07
0.44	1.20066E-07
0.46	1.36676E-07
0.48	1.54446E-07
0.5	1.73202E-07
0.52	1.92748E-07
0.54	2.12904E-07
0.56	2.33511E-07
0.58	2.54417E-07
0.6	2.75478E-07
0.62	2.96567E-07
0.64	3.17574E-07
0.66	3.38403E-07
0.68	3.58956E-07
0.7	3.79147E-07
0.72	3.98894E-07
0.74	4.18126E-07
0.76	4.36781E-07
0.78	4.54799E-07
0.8	4.72125E-07
0.82	4.88709E-07
0.84	5.0451E-07
0.86	5.19492E-07
0.88	5.33621E-07
0.9	5.46866E-07
0.92	5.592E-07
0.94	5.70605E-07
0.96	5.81061E-07
0.98	5.90553E-07
1	5.99071E-07
1.02	6.06608E-07
1.04	6.1316E-07
1.06	6.1873E-07
1.08	6.23319E-07
1.1	6.26935E-07
1.12	6.29586E-07
1.14	6.31287E-07
1.16	6.32052E-07
1.18	6.31899E-07
1.2	6.30851E-07
1.22	6.28931E-07
1.24	6.26172E-07
1.26	6.22613E-07
1.28	6.18294E-07
1.3	6.13267E-07
1.32	6.076E-07
1.34	6.01397E-07
1.36	5.94798E-07
1.38	5.87971E-07
1.4	5.81098E-07
1.42	5.74342E-07
1.44	5.67834E-07
1.46	5.61671E-07
1.48	5.55925E-07
1.5	5.50655E-07
1.52	5.45898E-07
1.54	5.4167E-07
1.56	5.37974E-07
1.58	5.34806E-07
1.6	5.32159E-07
1.62	5.30016E-07
1.64	5.28348E-07
1.66	5.27122E-07
1.68	5.26301E-07
1.7	5.25846E-07
1.72	5.25715E-07
1.74	5.25858E-07
1.76	5.26222E-07
1.78	5.26758E-07
1.8	5.27413E-07
1.82	5.28135E-07
1.84	5.28866E-07
1.86	5.29547E-07
1.88	5.30122E-07
1.9	5.30533E-07
1.92	5.3072E-07
1.94	5.30622E-07
1.96	5.30176E-07
1.98	5.29324E-07
2	5.28004E-07
2.02	5.26157E-07
2.04	5.23722E-07
2.06	5.20639E-07
2.08	5.16852E-07
2.1	5.12299E-07
2.12	5.06919E-07
2.14	5.00649E-07
2.16	4.93425E-07
2.18	4.85179E-07
2.2	4.7584E-07
2.22	4.65323E-07
2.24	4.53526E-07
2.26	4.40338E-07
2.28	4.25652E-07
2.3	4.09384E-07
2.32	3.91482E-07
2.34	3.71927E-07
2.36	3.50729E-07
2.38	3.27919E-07
2.4	3.03538E-07
2.42	2.77643E-07
2.44	2.50294E-07
2.46	2.21559E-07
2.48	1.91505E-07
2.5	1.60195E-07
2.52	1.27695E-07
2.54	9.40693E-08
2.56	5.93849E-08
2.58	2.37019E-08
2.6	-1.29245E-08
2.62	-5.04406E-08
2.64	-8.87941E-08
2.66	-1.27936E-07
2.68	-1.67824E-07
2.7	-2.08421E-07
2.72	-2.49691E-07
2.74	-2.91602E-07
2.76	-3.34122E-07
2.78	-3.77226E-07
2.8	-4.20892E-07
2.82	-4.65101E-07
2.84	-5.09836E-07
2.86	-5.55081E-07
2.88	-6.00828E-07
2.9	-6.47071E-07
2.92	-6.93808E-07
2.94	-7.41037E-07
2.96	-7.88761E-07
2.98	-8.36987E-07
3	-8.8572E-07
3.02	-9.34967E-07
3.04	-9.84736E-07
3.06	-1.03504E-06
3.08	-1.08588E-06
3.1	-1.13727E-06
3.12	-1.18922E-06
3.14	-1.24171E-06
3.16	-1.29477E-06
3.18	-1.34842E-06
3.2	-1.4027E-06
3.22	-1.4577E-06
3.24	-1.51353E-06
3.26	-1.57027E-06
3.28	-1.62806E-06
3.3	-1.687E-06
3.32	-1.7472E-06
3.34	-1.80877E-06
3.36	-1.87181E-06
3.38	-1.9364E-06
3.4	-2.00262E-06
3.42	-2.07054E-06
3.44	-2.14023E-06
3.46	-2.21173E-06
3.48	-2.28511E-06
3.5	-2.36039E-06
3.52	-2.43761E-06
3.54	-2.51681E-06
3.56	-2.59799E-06
3.58	-2.68119E-06
3.6	-2.7664E-06
3.62	-2.85364E-06
3.64	-2.94291E-06
3.66	-3.03422E-06
3.68	-3.12755E-06
3.7	-3.22291E-06
3.72	-3.32029E-06
3.74	-3.41968E-06
3.76	-3.52106E-06
3.78	-3.62443E-06
3.8	-3.72976E-06
3.82	-3.83704E-06
3.84	-3.94625E-06
3.86	-4.05737E-06
3.88	-4.17038E-06
3.9	-4.28526E-06
3.92	-4.402E-06
3.94	-4.52058E-06
3.96	-4.64097E-06
3.98	-4.76316E-06
4	-4.88714E-06
4.02	-5.0129E-06
4.04	-5.14041E-06
4.06	-5.26965E-06
4.08	-5.40057E-06
4.1	-5.53313E-06
4.12	-5.66724E-06
4.14	-5.80285E-06
4.16	-5.93989E-06
4.18	-6.07831E-06
4.2	-6.21807E-06
4.22	-6.35913E-06
4.24	-6.50147E-06
4.26	-6.6451E-06
4.28	-6.79002E-06
4.3	-6.93625E-06
4.32	-7.08381E-06
4.34	-7.23272E-06
4.36	-7.38304E-06
4.38	-7.5348E-06
4.4	-7.68805E-06
4.42	-7.84284E-06
4.44	-7.99922E-06
4.46	-8.15725E-06
4.48	-8.31698E-06
4.5	-8.47847E-06
4.52	-8.64178E-06
4.54	-8.80696E-06
4.56	-8.97406E-06
4.58	-9.14314E-06
4.6	-9.31424E-06
4.62	-9.48743E-06
4.64	-9.66275E-06
4.66	-9.84024E-06
4.68	-1.002E-05
4.7	-1.02019E-05
4.72	-1.03862E-05
4.74	-1.05729E-05
4.76	-1.07619E-05
4.78	-1.09533E-05
4.8	-1.11472E-05
4.82	-1.13436E-05
4.84	-1.15425E-05
4.86	-1.17439E-05
4.88	-1.19478E-05
4.9	-1.21543E-05
4.92	-1.23634E-05
4.94	-1.25751E-05
4.96	-1.27894E-05
4.98	-1.30064E-05
5	-1.32261E-05
5.02	-1.34486E-05
5.04	-1.36738E-05
5.06	-1.39018E-05
5.08	-1.41326E-05
5.1	-1.43662E-05
5.12	-1.46025E-05
5.14	-1.48415E-05
5.16	-1.50832E-05
5.18	-1.53275E-05
5.2	-1.55744E-05
5.22	-1.58238E-05
5.24	-1.60757E-05
5.26	-1.633E-05
5.28	-1.65867E-05
5.3	-1.68457E-05
5.32	-1.71069E-05
5.34	-1.73704E-05
5.36	-1.76361E-05
5.38	-1.79039E-05
5.4	-1.81738E-05
5.42	-1.84458E-05
5.44	-1.87199E-05
5.46	-1.89959E-05
5.48	-1.9274E-05
5.5	-1.95541E-05
5.52	-1.98362E-05
5.54	-2.01202E-05
5.56	-2.04062E-05
5.58	-2.06942E-05
5.6	-2.09841E-05
5.62	-2.1276E-05
5.64	-2.15699E-05
5.66	-2.18657E-05
5.68	-2.21634E-05
5.7	-2.24632E-05
5.72	-2.27649E-05
5.74	-2.30687E-05
5.76	-2.33744E-05
5.78	-2.36822E-05
5.8	-2.3992E-05
5.82	-2.43038E-05
5.84	-2.46177E-05
5.86	-2.49336E-05
5.88	-2.52516E-05
5.9	-2.55716E-05
5.92	-2.58936E-05
5.94	-2.62177E-05
5.96	-2.65439E-05
5.98	-2.68722E-05
6	-2.72027E-05
6.02	-2.75353E-05
6.04	-2.78702E-05
6.06	-2.82074E-05
6.08	-2.85468E-05
6.1	-2.88886E-05
6.12	-2.92328E-05
6.14	-2.95793E-05
6.16	-2.99282E-05
6.18	-3.02795E-05
6.2	-3.06332E-05
6.22	-3.09892E-05
6.24	-3.13477E-05
6.26	-3.17085E-05
6.28	-3.20716E-05
6.3	-3.2437E-05
6.32	-3.28047E-05
6.34	-3.31746E-05
6.36	-3.35466E-05
6.38	-3.39208E-05
6.4	-3.42971E-05
6.42	-3.46754E-05
6.44	-3.50557E-05
6.46	-3.54379E-05
6.48	-3.5822E-05
6.5	-3.62079E-05
6.52	-3.65956E-05
6.54	-3.69849E-05
6.56	-3.73759E-05
6.58	-3.77684E-05
6.6	-3.81625E-05
6.62	-3.8558E-05
6.64	-3.89549E-05
6.66	-3.93531E-05
6.68	-3.97526E-05
6.7	-4.01534E-05
6.72	-4.05552E-05
6.74	-4.09582E-05
6.76	-4.13622E-05
6.78	-4.17672E-05
6.8	-4.21732E-05
6.82	-4.25801E-05
6.84	-4.29877E-05
6.86	-4.33961E-05
6.88	-4.38051E-05
6.9	-4.42148E-05
6.92	-4.46249E-05
6.94	-4.50355E-05
6.96	-4.54464E-05
6.98	-4.58577E-05
7	-4.62692E-05
7.02	-4.66809E-05
7.04	-4.70929E-05
7.06	-4.75049E-05
7.08	-4.7917E-05
7.1	-4.83292E-05
7.12	-4.87415E-05
7.14	-4.91537E-05
7.16	-4.95659E-05
7.18	-4.9978E-05
7.2	-5.03901E-05
7.22	-5.08021E-05
7.24	-5.12139E-05
7.26	-5.16255E-05
7.28	-5.20369E-05
7.3	-5.24481E-05
7.32	-5.28589E-05
7.34	-5.32695E-05
7.36	-5.36796E-05
7.38	-5.40893E-05
7.4	-5.44985E-05
7.42	-5.49072E-05
7.44	-5.53152E-05
7.46	-5.57226E-05
7.48	-5.61292E-05
7.5	-5.6535E-05
7.52	-5.694E-05
7.54	-5.73439E-05
7.56	-5.77468E-05
7.58	-5.81485E-05
7.6	-5.8549E-05
7.62	-5.89482E-05
7.64	-5.9346E-05
7.66	-5.97422E-05
7.68	-6.01368E-05
7.7	-6.05297E-05
7.72	-6.09208E-05
7.74	-6.13099E-05
7.76	-6.16971E-05
7.78	-6.20821E-05
7.8	-6.24649E-05
7.82	-6.28454E-05
7.84	-6.32234E-05
7.86	-6.35988E-05
7.88	-6.39715E-05
7.9	-6.43414E-05
7.92	-6.47083E-05
7.94	-6.50721E-05
7.96	-6.54325E-05
7.98	-6.57895E-05
8	-6.6143E-05
8.02	-6.64927E-05
8.04	-6.68385E-05
8.06	-6.71803E-05
8.08	-6.75179E-05
8.1	-6.78512E-05
8.12	-6.818E-05
8.14	-6.85042E-05
8.16	-6.88236E-05
8.18	-6.91381E-05
8.2	-6.94476E-05
8.22	-6.97519E-05
8.24	-7.00509E-05
8.26	-7.03444E-05
8.28	-7.06323E-05
8.3	-7.09146E-05
8.32	-7.1191E-05
8.34	-7.14614E-05
8.36	-7.17256E-05
8.38	-7.19837E-05
8.4	-7.22353E-05
8.42	-7.24804E-05
8.44	-7.27189E-05
8.46	-7.29506E-05
8.48	-7.31754E-05
8.5	-7.33931E-05
8.52	-7.36036E-05
8.54	-7.38067E-05
8.56	-7.40024E-05
8.58	-7.41904E-05
8.6	-7.43706E-05
8.62	-7.45429E-05
8.64	-7.47071E-05
8.66	-7.4863E-05
8.68	-7.50104E-05
8.7	-7.51493E-05
8.72	-7.52794E-05
8.74	-7.54007E-05
8.76	-7.55128E-05
8.78	-7.56158E-05
8.8	-7.57094E-05
8.82	-7.57934E-05
8.84	-7.58677E-05
8.86	-7.59322E-05
8.88	-7.59866E-05
8.9	-7.60307E-05
8.92	-7.60645E-05
8.94	-7.60876E-05
8.96	-7.60999E-05
8.98	-7.61011E-05
9	-7.60912E-05
9.02	-7.60698E-05
9.04	-7.60368E-05
9.06	-7.59919E-05
9.08	-7.59349E-05
9.1	-7.58655E-05
9.12	-7.57836E-05
9.14	-7.56889E-05
9.16	-7.55812E-05
9.18	-7.54602E-05
9.2	-7.53257E-05
9.22	-7.51774E-05
9.24	-7.50151E-05
9.26	-7.48386E-05
9.28	-7.46476E-05
9.3	-7.44419E-05
9.32	-7.42212E-05
9.34	-7.39853E-05
9.36	-7.37339E-05
9.38	-7.34668E-05
9.4	-7.31837E-05
9.42	-7.28844E-05
9.44	-7.25686E-05
9.46	-7.22361E-05
9.48	-7.18866E-05
9.5	-7.15199E-05
9.52	-7.11358E-05
9.54	-7.07339E-05
9.56	-7.03141E-05
9.58	-6.98761E-05
9.6	-6.94196E-05
9.62	-6.89444E-05
9.64	-6.84502E-05
9.66	-6.79367E-05
9.68	-6.74037E-05
9.7	-6.6851E-05
9.72	-6.62782E-05
9.74	-6.56851E-05
9.76	-6.50714E-05
9.78	-6.4437E-05
9.8	-6.37814E-05
9.82	-6.31046E-05
9.84	-6.24062E-05
9.86	-6.16859E-05
9.88	-6.09436E-05
9.9	-6.0179E-05
9.92	-5.93917E-05
9.94	-5.85816E-05
9.96	-5.77485E-05
9.98	-5.68919E-05
10	-5.60118E-05
10.02	-5.51077E-05
10.04	-5.41795E-05
10.06	-5.32269E-05
10.08	-5.22496E-05
10.1	-5.12473E-05
10.12	-5.02197E-05
10.14	-4.91666E-05
10.16	-4.80877E-05
10.18	-4.69826E-05
10.2	-4.58512E-05
10.22	-4.46931E-05
10.24	-4.35079E-05
10.26	-4.22955E-05
10.28	-4.10555E-05
10.3	-3.97875E-05
10.32	-3.84914E-05
10.34	-3.71667E-05
10.36	-3.58132E-05
10.38	-3.44306E-05
10.4	-3.30185E-05
10.42	-3.15766E-05
10.44	-3.01046E-05
10.46	-2.86023E-05
10.48	-2.70692E-05
10.5	-2.5505E-05
10.52	-2.39096E-05
10.54	-2.22825E-05
10.56	-2.06234E-05
10.58	-1.8932E-05
10.6	-1.72079E-05
10.62	-1.5451E-05
10.64	-1.36608E-05
10.66	-1.1837E-05
10.68	-9.97925E-06
10.7	-8.08728E-06
10.72	-6.16074E-06
10.74	-4.19931E-06
10.76	-2.20264E-06
10.78	-1.70431E-07
10.8	1.89765E-06
10.82	4.00193E-06
10.84	6.14273E-06
10.86	8.32035E-06
10.88	1.05351E-05
10.9	1.27873E-05
10.92	1.50773E-05
10.94	1.74054E-05
10.96	1.97718E-05
10.98	2.21769E-05
11	2.4621E-05
11.02	2.71044E-05
11.04	2.96273E-05
11.06	3.21901E-05
11.08	3.47931E-05
11.1	3.74365E-05
11.12	4.01206E-05
11.14	4.28457E-05
11.16	4.56122E-05
11.18	4.84202E-05
11.2	5.12701E-05
11.22	5.41622E-05
11.24	5.70967E-05
11.26	6.00739E-05
11.28	6.30941E-05
11.3	6.61575E-05
11.32	6.92645E-05
11.34	7.24153E-05
11.36	7.56103E-05
11.38	7.88495E-05
11.4	8.21335E-05
11.42	8.54624E-05
11.44	8.88364E-05
11.46	9.22559E-05
11.48	9.57212E-05
11.5	9.92324E-05
11.52	0.00010279
11.54	0.000106394
11.56	0.000110045
11.58	0.000113742
11.6	0.000117487
11.62	0.00012128
11.64	0.00012512
11.66	0.000129008
11.68	0.000132945
11.7	0.00013693
11.72	0.000140964
11.74	0.000145047
11.76	0.000149178
11.78	0.00015336
11.8	0.000157591
11.82	0.000161872
11.84	0.000166203
11.86	0.000170585
11.88	0.000175017
11.9	0.0001795
11.92	0.000184033
11.94	0.000188619
11.96	0.000193255
11.98	0.000197943
12	0.000202683
12.02	0.000207475
12.04	0.000212319
12.06	0.000217215
12.08	0.000222164
12.1	0.000227166
12.12	0.00023222
12.14	0.000237327
12.16	0.000242488
12.18	0.000247701
12.2	0.000252968
12.22	0.000258288
12.24	0.000263662
12.26	0.000269089
12.28	0.00027457
12.3	0.000280105
12.32	0.000285694
12.34	0.000291337
12.36	0.000297034
12.38	0.000302784
12.4	0.000308589
12.42	0.000314448
12.44	0.000320362
12.46	0.000326329
12.48	0.000332351
12.5	0.000338427
12.52	0.000344557
12.54	0.000350741
12.56	0.00035698
12.58	0.000363272
12.6	0.000369619
12.62	0.00037602
12.64	0.000382475
12.66	0.000388983
12.68	0.000395546
12.7	0.000402162
12.72	0.000408832
12.74	0.000415555
12.76	0.000422332
12.78	0.000429162
12.8	0.000436045
12.82	0.000442981
12.84	0.00044997
12.86	0.000457012
12.88	0.000464106
12.9	0.000471252
12.92	0.00047845
12.94	0.000485701
12.96	0.000493003
12.98	0.000500356
13	0.000507761
13.02	0.000515216
13.04	0.000522722
13.06	0.000530279
13.08	0.000537886
13.1	0.000545542
13.12	0.000553248
13.14	0.000561003
13.16	0.000568807
13.18	0.000576659
13.2	0.00058456
13.22	0.000592508
13.24	0.000600503
13.26	0.000608545
13.28	0.000616633
13.3	0.000624768
13.32	0.000632948
13.34	0.000641173
13.36	0.000649442
13.38	0.000657755
